file,line,col,usage_type,value_or_op,risk_level,module
qtrader/portfolio/scaling_governor.py,21,42,literal,0.05,MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,52,24,cast,float(),MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,52,59,literal,5.0,MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,62,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,67,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,71,53,literal,0.0001,MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,81,8,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,82,8,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,99,72,literal,0.0001,MEDIUM,portfolio
qtrader/portfolio/scaling_governor.py,128,49,bin_op,/,MEDIUM,portfolio
qtrader/portfolio/position_sizing.py,50,46,literal,0.01,MEDIUM,portfolio
qtrader/portfolio/position_sizing.py,56,22,literal,1e-06,MEDIUM,portfolio
qtrader/portfolio/position_sizing.py,68,8,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/position_sizing.py,69,8,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/position_sizing.py,70,8,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/nav_engine.py,56,12,accumulation,+=,HIGH,portfolio
qtrader/portfolio/nav_engine.py,62,16,accumulation,+=,HIGH,portfolio
qtrader/portfolio/nav_engine.py,78,20,cast,float(),HIGH,portfolio
qtrader/portfolio/nav_engine.py,79,21,cast,float(),HIGH,portfolio
qtrader/portfolio/nav_engine.py,80,29,cast,float(),HIGH,portfolio
qtrader/portfolio/nav_engine.py,81,31,cast,float(),HIGH,portfolio
qtrader/portfolio/nav_engine.py,82,27,cast,float(),HIGH,portfolio
qtrader/portfolio/capital_flow.py,56,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/capital_flow.py,63,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/capital_flow.py,71,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/capital_flow.py,73,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/drawdown_controller.py,61,21,literal,0.15,MEDIUM,portfolio
qtrader/portfolio/drawdown_controller.py,62,23,literal,0.1,MEDIUM,portfolio
qtrader/portfolio/drawdown_controller.py,63,23,literal,0.05,MEDIUM,portfolio
qtrader/portfolio/drawdown_controller.py,69,34,literal,0.5,MEDIUM,portfolio
qtrader/portfolio/drawdown_controller.py,72,34,literal,0.75,MEDIUM,portfolio
qtrader/portfolio/drawdown_controller.py,82,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/drawdown_controller.py,113,28,literal,0.15,MEDIUM,portfolio
qtrader/portfolio/fee_engine.py,50,27,cast,float(),MEDIUM,portfolio
qtrader/portfolio/fee_engine.py,78,23,cast,float(),MEDIUM,portfolio
qtrader/portfolio/fee_engine.py,84,22,cast,float(),MEDIUM,portfolio
qtrader/portfolio/reallocator.py,21,38,literal,0.5,MEDIUM,portfolio
qtrader/portfolio/reallocator.py,21,57,literal,0.3,MEDIUM,portfolio
qtrader/portfolio/reallocator.py,21,77,literal,0.2,MEDIUM,portfolio
qtrader/portfolio/reallocator.py,37,27,literal,0.1,MEDIUM,portfolio
qtrader/portfolio/reallocator.py,74,19,literal,1e-10,MEDIUM,portfolio
qtrader/portfolio/reallocator.py,77,36,bin_op,/,MEDIUM,portfolio
qtrader/portfolio/reallocator.py,102,21,literal,1e-10,MEDIUM,portfolio
qtrader/portfolio/reallocator.py,109,8,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/reallocator.py,110,8,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/scaling_engine.py,21,43,literal,0.05,MEDIUM,portfolio
qtrader/portfolio/scaling_engine.py,21,71,literal,1000000000.0,MEDIUM,portfolio
qtrader/portfolio/scaling_engine.py,36,31,literal,0.05,MEDIUM,portfolio
qtrader/portfolio/scaling_engine.py,51,18,cast,float(),MEDIUM,portfolio
qtrader/portfolio/scaling_engine.py,52,18,cast,float(),MEDIUM,portfolio
qtrader/portfolio/scaling_engine.py,71,41,bin_op,+,MEDIUM,portfolio
qtrader/portfolio/scaling_engine.py,78,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/scaling_engine.py,79,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/capital_guard.py,55,12,accumulation,+=,MEDIUM,portfolio
qtrader/portfolio/ledger_entry_model.py,35,56,literal,1e-10,MEDIUM,portfolio
qtrader/portfolio/allocator.py,21,40,literal,0.2,MEDIUM,portfolio
qtrader/portfolio/allocator.py,48,47,cast,float(),MEDIUM,portfolio
qtrader/portfolio/allocator.py,61,26,cast,float(),MEDIUM,portfolio
qtrader/portfolio/allocator.py,70,19,literal,1e-10,MEDIUM,portfolio
qtrader/portfolio/allocator.py,135,18,bin_op,-,MEDIUM,portfolio
qtrader/bot/runner.py,342,19,bin_op,*,LOW,bot
qtrader/bot/runner.py,342,49,literal,0.02,LOW,bot
qtrader/bot/runner.py,347,12,accumulation,*=,LOW,bot
qtrader/bot/runner.py,347,24,literal,0.5,LOW,bot
qtrader/bot/runner.py,377,43,cast,float(),LOW,bot
qtrader/bot/runner.py,384,44,cast,float(),LOW,bot
qtrader/bot/runner.py,391,45,literal,60.0,LOW,bot
qtrader/bot/runner.py,394,27,cast,float(),LOW,bot
qtrader/bot/runner.py,395,29,cast,float(),LOW,bot
qtrader/bot/runner.py,405,50,literal,300.0,LOW,bot
qtrader/bot/runner.py,450,47,literal,0.5,LOW,bot
qtrader/bot/runner.py,456,28,cast,float(),LOW,bot
qtrader/bot/runner.py,463,26,cast,float(),LOW,bot
qtrader/bot/runner.py,464,31,cast,float(),LOW,bot
qtrader/bot/runner.py,469,24,cast,float(),LOW,bot
qtrader/bot/runner.py,469,50,literal,10.0,LOW,bot
qtrader/bot/runner.py,469,56,bin_op,*,LOW,bot
qtrader/bot/runner.py,469,86,literal,0.02,LOW,bot
qtrader/bot/runner.py,472,24,bin_op,/,LOW,bot
qtrader/bot/runner.py,472,24,bin_op,*,LOW,bot
qtrader/bot/runner.py,472,24,bin_op,*,LOW,bot
qtrader/bot/runner.py,472,24,literal,10.0,LOW,bot
qtrader/bot/runner.py,472,61,literal,0.02,LOW,bot
qtrader/bot/runner.py,472,68,literal,10000.0,LOW,bot
qtrader/bot/runner.py,537,30,bin_op,/,LOW,bot
qtrader/bot/runner.py,548,25,cast,float(),LOW,bot
qtrader/bot/runner.py,554,22,cast,float(),LOW,bot
qtrader/bot/runner.py,554,91,literal,0.01,LOW,bot
qtrader/bot/runner.py,556,51,literal,100.0,LOW,bot
qtrader/bot/runner.py,562,38,cast,float(),LOW,bot
qtrader/bot/runner.py,564,31,literal,1e-06,LOW,bot
qtrader/bot/win_rate_optimizer.py,18,29,literal,0.52,LOW,bot
qtrader/bot/win_rate_optimizer.py,25,22,bin_op,-,LOW,bot
qtrader/bot/win_rate_optimizer.py,34,12,accumulation,+=,LOW,bot
qtrader/bot/win_rate_optimizer.py,36,12,accumulation,+=,LOW,bot
qtrader/bot/win_rate_optimizer.py,44,15,cast,float(),LOW,bot
qtrader/bot/win_rate_optimizer.py,52,39,literal,0.7,LOW,bot
qtrader/bot/win_rate_optimizer.py,53,37,literal,2.0,LOW,bot
qtrader/bot/win_rate_optimizer.py,78,20,literal,0.3,LOW,bot
qtrader/bot/win_rate_optimizer.py,78,59,literal,0.5,LOW,bot
qtrader/bot/win_rate_optimizer.py,86,24,literal,1.5,LOW,bot
qtrader/bot/config.py,49,29,literal,100000.0,LOW,bot
qtrader/bot/config.py,51,24,literal,0.1,LOW,bot
qtrader/bot/config.py,52,30,literal,0.15,LOW,bot
qtrader/bot/config.py,53,28,literal,5000.0,LOW,bot
qtrader/bot/config.py,54,30,literal,0.2,LOW,bot
qtrader/bot/config.py,62,35,literal,100.0,LOW,bot
qtrader/bot/config.py,63,39,literal,120.0,LOW,bot
qtrader/bot/config.py,64,38,literal,150.0,LOW,bot
qtrader/bot/config.py,65,30,literal,0.05,LOW,bot
qtrader/bot/config.py,89,28,cast,float(),LOW,bot
qtrader/bot/config.py,89,62,literal,100000.0,LOW,bot
qtrader/bot/config.py,90,25,cast,float(),LOW,bot
qtrader/bot/config.py,91,23,cast,float(),LOW,bot
qtrader/bot/config.py,91,52,literal,0.1,LOW,bot
qtrader/bot/config.py,92,29,cast,float(),LOW,bot
qtrader/bot/config.py,92,64,literal,0.15,LOW,bot
qtrader/bot/config.py,93,27,cast,float(),LOW,bot
qtrader/bot/config.py,93,60,literal,5000.0,LOW,bot
qtrader/bot/config.py,94,29,cast,float(),LOW,bot
qtrader/bot/config.py,94,64,literal,0.2,LOW,bot
qtrader/bot/config.py,101,34,cast,float(),LOW,bot
qtrader/bot/config.py,101,74,literal,100.0,LOW,bot
qtrader/bot/config.py,102,38,cast,float(),LOW,bot
qtrader/bot/config.py,102,82,literal,120.0,LOW,bot
qtrader/bot/config.py,103,37,cast,float(),LOW,bot
qtrader/bot/config.py,103,80,literal,150.0,LOW,bot
qtrader/bot/config.py,104,29,cast,float(),LOW,bot
qtrader/bot/config.py,104,64,literal,0.05,LOW,bot
qtrader/bot/performance.py,52,24,cast,float(),LOW,bot
qtrader/bot/performance.py,53,26,cast,float(),LOW,bot
qtrader/bot/performance.py,54,24,cast,float(),LOW,bot
qtrader/bot/performance.py,74,15,cast,float(),LOW,bot
qtrader/bot/performance.py,74,29,cast,float(),LOW,bot
qtrader/bot/performance.py,83,20,cast,float(),LOW,bot
qtrader/bot/performance.py,85,26,cast,float(),LOW,bot
qtrader/bot/performance.py,85,56,cast,float(),LOW,bot
qtrader/bot/performance.py,86,15,cast,float(),LOW,bot
qtrader/bot/performance.py,93,15,cast,float(),LOW,bot
qtrader/bot/performance.py,104,19,cast,float(),LOW,bot
qtrader/bot/performance.py,105,18,cast,float(),LOW,bot
qtrader/bot/performance.py,108,44,literal,0.5,LOW,bot
qtrader/bot/performance.py,119,19,cast,float(),LOW,bot
qtrader/bot/performance.py,124,19,cast,float(),LOW,bot
qtrader/bot/performance.py,127,45,literal,0.5,LOW,bot
qtrader/bot/performance.py,137,19,cast,float(),LOW,bot
qtrader/bot/performance.py,149,17,cast,float(),LOW,bot
qtrader/bot/performance.py,149,33,cast,float(),LOW,bot
qtrader/bot/performance.py,159,13,bin_op,-,LOW,bot
qtrader/bot/performance.py,162,18,cast,float(),LOW,bot
qtrader/bot/performance.py,163,23,cast,float(),LOW,bot
qtrader/bot/performance.py,167,24,cast,float(),LOW,bot
qtrader/bot/ev_optimizer.py,36,20,bin_op,-,LOW,bot
qtrader/bot/ev_optimizer.py,38,16,bin_op,/,LOW,bot
qtrader/bot/ev_optimizer.py,38,39,literal,10000.0,LOW,bot
qtrader/bot/ev_optimizer.py,47,26,literal,0.25,LOW,bot
qtrader/bot/ev_optimizer.py,48,23,literal,0.25,LOW,bot
qtrader/bot/ev_optimizer.py,67,20,bin_op,-,LOW,bot
qtrader/bot/ev_optimizer.py,77,30,literal,2.0,LOW,bot
qtrader/monitoring/metrics.py,79,8,accumulation,+=,LOW,monitoring
qtrader/monitoring/metrics.py,92,8,accumulation,+=,LOW,monitoring
qtrader/monitoring/metrics.py,96,8,accumulation,+=,LOW,monitoring
qtrader/monitoring/metrics.py,120,8,accumulation,+=,LOW,monitoring
qtrader/monitoring/metrics.py,132,31,cast,float(),LOW,monitoring
qtrader/monitoring/metrics.py,144,43,cast,float(),LOW,monitoring
qtrader/monitoring/metrics.py,150,44,cast,float(),LOW,monitoring
qtrader/monitoring/latency_tracker.py,18,27,literal,100.0,LOW,monitoring
qtrader/monitoring/latency_tracker.py,77,22,bin_op,*,LOW,monitoring
qtrader/monitoring/latency_tracker.py,77,42,literal,1000.0,LOW,monitoring
qtrader/monitoring/latency_tracker.py,97,19,bin_op,*,LOW,monitoring
qtrader/monitoring/latency_tracker.py,97,51,literal,1000.0,LOW,monitoring
qtrader/monitoring/latency_tracker.py,100,8,accumulation,+=,LOW,monitoring
qtrader/monitoring/latency_tracker.py,102,12,accumulation,+=,LOW,monitoring
qtrader/monitoring/warroom_service.py,101,33,cast,float(),LOW,monitoring
qtrader/monitoring/warroom_service.py,102,30,cast,float(),LOW,monitoring
qtrader/monitoring/warroom_service.py,108,33,cast,float(),LOW,monitoring
qtrader/monitoring/alert_router.py,74,30,literal,60.0,LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,204,27,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,216,38,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,218,35,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,236,31,bin_op,*,LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,236,35,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,236,58,literal,100.0,LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,272,19,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,293,48,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,299,47,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,313,32,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,314,30,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,324,36,cast,float(),LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,328,57,bin_op,+,LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,328,71,literal,1e-09,LOW,monitoring
qtrader/monitoring/feedback/feedback_engine.py,329,31,cast,float(),LOW,monitoring
qtrader/data/quality_gate.py,39,29,literal,3.0,LOW,data
qtrader/data/quality_gate.py,40,29,literal,0.05,LOW,data
qtrader/data/quality_gate.py,58,21,cast,float(),LOW,data
qtrader/data/quality_gate.py,59,18,cast,float(),LOW,data
qtrader/data/quality_gate.py,97,84,literal,3.0,LOW,data
qtrader/data/quality_gate.py,106,16,cast,float(),LOW,data
qtrader/data/quality_gate.py,111,52,literal,5000.0,LOW,data
qtrader/data/quality_gate.py,114,18,cast,float(),LOW,data
qtrader/data/quality.py,25,37,literal,0.1,LOW,data
qtrader/data/pipeline/orchestrator.py,25,23,literal,50.0,LOW,data
qtrader/data/pipeline/orchestrator.py,152,24,literal,3.0,LOW,data
qtrader/data/pipeline/orchestrator.py,153,24,literal,0.01,LOW,data
qtrader/data/pipeline/orchestrator.py,162,26,literal,3.0,LOW,data
qtrader/data/pipeline/normalizer.py,45,23,cast,float(),LOW,data
qtrader/data/pipeline/normalizer.py,46,23,cast,float(),LOW,data
qtrader/data/pipeline/normalizer.py,47,30,cast,float(),LOW,data
qtrader/data/pipeline/normalizer.py,61,23,cast,float(),LOW,data
qtrader/data/pipeline/normalizer.py,62,23,cast,float(),LOW,data
qtrader/data/pipeline/normalizer.py,63,30,cast,float(),LOW,data
qtrader/data/pipeline/normalizer.py,64,26,cast,float(),LOW,data
qtrader/data/pipeline/sources/coinbase.py,81,24,cast,float(),LOW,data
qtrader/data/pipeline/sources/coinbase.py,82,22,cast,float(),LOW,data
qtrader/data/pipeline/sources/coinbase.py,83,22,cast,float(),LOW,data
qtrader/data/pipeline/sources/coinbase.py,92,36,cast,float(),LOW,data
qtrader/data/pipeline/sources/coinbase.py,93,36,cast,float(),LOW,data
qtrader/data/market/coinbase_market.py,30,23,literal,10.0,LOW,data
qtrader/data/market/coinbase_market.py,136,27,literal,0.15,LOW,data
qtrader/data/market/coinbase_market.py,172,31,cast,float(),LOW,data
qtrader/data/market/coinbase_market.py,172,58,cast,float(),LOW,data
qtrader/data/market/coinbase_market.py,173,31,cast,float(),LOW,data
qtrader/data/market/coinbase_market.py,173,58,cast,float(),LOW,data
qtrader/data/market/coinbase_market.py,192,23,cast,float(),LOW,data
qtrader/data/market/coinbase_market.py,193,23,cast,float(),LOW,data
qtrader/data/market/coinbase_market.py,194,23,cast,float(),LOW,data
qtrader/data/market/coinbase_market.py,195,23,cast,float(),LOW,data
qtrader/data/market/snapshot_recovery.py,99,28,literal,0.02,LOW,data
qtrader/data/market/snapshot_recovery.py,103,22,literal,50000.0,LOW,data
qtrader/data/market/snapshot_recovery.py,104,22,literal,50001.0,LOW,data
qtrader/data/market/clock_sync.py,78,50,bin_op,/,LOW,data
qtrader/data/market/clock_sync.py,78,68,literal,1000.0,LOW,data
qtrader/data/market/clock_sync.py,118,28,literal,0.05,LOW,data
qtrader/data/market/clock_sync.py,119,15,literal,2.5,LOW,data
qtrader/data/market/feed_arbitrator.py,27,18,cast,float(),LOW,data
qtrader/data/market/feed_arbitrator.py,28,18,cast,float(),LOW,data
qtrader/data/market/feed_arbitrator.py,43,20,bin_op,*,LOW,data
qtrader/data/market/feed_arbitrator.py,43,62,literal,1000.0,LOW,data
qtrader/data/market/feed_arbitrator.py,46,15,cast,float(),LOW,data
qtrader/data/market/feed_arbitrator.py,80,12,accumulation,+=,LOW,data
qtrader/alpha/feature_selection.py,24,30,literal,0.02,MEDIUM,alpha
qtrader/alpha/feature_selection.py,25,37,literal,0.05,MEDIUM,alpha
qtrader/alpha/feature_selection.py,26,30,literal,0.01,MEDIUM,alpha
qtrader/alpha/feature_selection.py,108,22,cast,float(),MEDIUM,alpha
qtrader/alpha/ensemble_model.py,37,32,literal,1e-06,MEDIUM,alpha
qtrader/alpha/ensemble_model.py,46,23,bin_op,/,MEDIUM,alpha
qtrader/alpha/decay.py,21,62,literal,0.01,MEDIUM,alpha
qtrader/alpha/decay.py,43,15,cast,float(),MEDIUM,alpha
qtrader/alpha/decay.py,69,20,cast,float(),MEDIUM,alpha
qtrader/alpha/decay.py,69,50,literal,0.01,MEDIUM,alpha
qtrader/alpha/registry.py,88,16,bin_op,/,MEDIUM,alpha
qtrader/alpha/registry.py,88,22,cast,float(),MEDIUM,alpha
qtrader/alpha/registry.py,103,17,cast,float(),MEDIUM,alpha
qtrader/alpha/technical.py,24,19,bin_op,+,MEDIUM,alpha
qtrader/alpha/technical.py,24,29,literal,1e-12,MEDIUM,alpha
qtrader/alpha/technical.py,26,28,bin_op,+,MEDIUM,alpha
qtrader/alpha/technical.py,26,38,literal,1e-12,MEDIUM,alpha
qtrader/alpha/technical.py,43,36,bin_op,+,MEDIUM,alpha
qtrader/alpha/technical.py,43,42,literal,1e-12,MEDIUM,alpha
qtrader/alpha/technical.py,73,42,bin_op,+,MEDIUM,alpha
qtrader/alpha/technical.py,73,48,literal,1e-12,MEDIUM,alpha
qtrader/alpha/factory.py,114,18,literal,1e-09,MEDIUM,alpha
qtrader/alpha/factory.py,117,28,cast,float(),MEDIUM,alpha
qtrader/alpha/meta_learning.py,53,39,cast,float(),MEDIUM,alpha
qtrader/alpha/factor_model.py,92,61,literal,1e-08,MEDIUM,alpha
qtrader/alpha/factor_model.py,113,13,bin_op,-,MEDIUM,alpha
qtrader/alpha/factor_model.py,122,21,bin_op,-,MEDIUM,alpha
qtrader/alpha/combiner.py,26,30,literal,0.3,MEDIUM,alpha
qtrader/alpha/combiner.py,45,40,cast,float(),MEDIUM,alpha
qtrader/alpha/combiner.py,45,61,cast,float(),MEDIUM,alpha
qtrader/alpha/combiner.py,64,19,bin_op,-,MEDIUM,alpha
qtrader/alpha/combiner.py,66,32,cast,float(),MEDIUM,alpha
qtrader/alpha/combiner.py,76,26,bin_op,/,MEDIUM,alpha
qtrader/alpha/combiner.py,83,26,bin_op,/,MEDIUM,alpha
qtrader/alpha/combiner.py,94,17,cast,float(),MEDIUM,alpha
qtrader/alpha/ic.py,42,15,cast,float(),MEDIUM,alpha
qtrader/alpha/base.py,111,35,bin_op,+,MEDIUM,alpha
qtrader/alpha/base.py,111,47,literal,1e-12,MEDIUM,alpha
qtrader/alpha/base.py,114,80,literal,1e-15,MEDIUM,alpha
qtrader/alpha/signal_model.py,46,21,cast,float(),MEDIUM,alpha
qtrader/alpha/signal_model.py,47,23,cast,float(),MEDIUM,alpha
qtrader/alpha/signal_model.py,78,37,bin_op,-,MEDIUM,alpha
qtrader/alpha/signal_model.py,81,68,literal,0.6,MEDIUM,alpha
qtrader/alpha/signal_model.py,81,93,literal,0.4,MEDIUM,alpha
qtrader/alpha/models/gbdt_model.py,23,31,literal,0.1,MEDIUM,alpha
qtrader/alpha/models/gbdt_model.py,92,14,cast,float(),MEDIUM,alpha
qtrader/alpha/models/gbdt_model.py,95,34,cast,float(),MEDIUM,alpha
qtrader/risk/monitoring_engine.py,36,37,literal,500.0,HIGH,risk
qtrader/risk/monitoring_engine.py,37,34,literal,50.0,HIGH,risk
qtrader/risk/monitoring_engine.py,38,34,literal,15.0,HIGH,risk
qtrader/risk/monitoring_engine.py,39,31,literal,0.9,HIGH,risk
qtrader/risk/monitoring_engine.py,74,8,accumulation,+=,HIGH,risk
qtrader/risk/monitoring_engine.py,89,17,cast,float(),HIGH,risk
qtrader/risk/monitoring_engine.py,90,20,cast,float(),HIGH,risk
qtrader/risk/monitoring_engine.py,91,23,literal,1e-06,HIGH,risk
qtrader/risk/monitoring_engine.py,93,29,literal,3.0,HIGH,risk
qtrader/risk/monitoring_engine.py,121,18,cast,float(),HIGH,risk
qtrader/risk/recovery_system.py,46,44,literal,5000.0,HIGH,risk
qtrader/risk/recovery_system.py,92,12,accumulation,+=,HIGH,risk
qtrader/risk/runtime_risk_engine.py,84,41,cast,float(),HIGH,risk
qtrader/risk/runtime_risk_engine.py,85,38,cast,float(),HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,31,35,literal,0.15,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,35,30,literal,0.2,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,36,35,literal,0.3,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,37,39,literal,0.0001,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,106,26,cast,float(),HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,136,27,bin_op,/,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,154,27,bin_op,/,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,174,27,bin_op,/,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,210,21,cast,float(),HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,264,62,literal,1e-08,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,283,42,literal,1e-08,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,304,36,bin_op,/,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,304,42,cast,float(),HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,310,21,bin_op,/,HIGH,risk
qtrader/risk/portfolio_allocator_enhanced.py,356,12,accumulation,+=,HIGH,risk
qtrader/risk/factor_risk.py,14,20,literal,0.95,HIGH,risk
qtrader/risk/factor_risk.py,15,17,literal,1.645,HIGH,risk
qtrader/risk/factor_risk.py,16,17,literal,2.326,HIGH,risk
qtrader/risk/factor_risk.py,25,34,literal,0.95,HIGH,risk
qtrader/risk/factor_risk.py,116,30,cast,float(),HIGH,risk
qtrader/risk/factor_risk.py,117,35,cast,float(),HIGH,risk
qtrader/risk/factor_risk.py,118,33,cast,float(),HIGH,risk
qtrader/risk/factor_risk.py,122,42,cast,float(),HIGH,risk
qtrader/risk/factor_risk.py,132,27,literal,0.4,HIGH,risk
qtrader/risk/realtime.py,110,23,cast,float(),HIGH,risk
qtrader/risk/realtime.py,117,22,cast,float(),HIGH,risk
qtrader/risk/realtime.py,142,46,literal,0.95,HIGH,risk
qtrader/risk/realtime.py,156,19,cast,float(),HIGH,risk
qtrader/risk/realtime.py,159,43,literal,0.5,HIGH,risk
qtrader/risk/realtime.py,160,15,cast,float(),HIGH,risk
qtrader/risk/realtime.py,162,47,literal,0.95,HIGH,risk
qtrader/risk/realtime.py,180,20,cast,float(),HIGH,risk
qtrader/risk/realtime.py,181,15,cast,float(),HIGH,risk
qtrader/risk/realtime.py,188,20,cast,float(),HIGH,risk
qtrader/risk/realtime.py,197,20,cast,float(),HIGH,risk
qtrader/risk/realtime.py,198,45,literal,0.95,HIGH,risk
qtrader/risk/limits.py,63,36,literal,0.15,HIGH,risk
qtrader/risk/limits.py,69,20,cast,float(),HIGH,risk
qtrader/risk/limits.py,95,36,literal,5000.0,HIGH,risk
qtrader/risk/limits.py,101,20,cast,float(),HIGH,risk
qtrader/risk/limits.py,126,43,literal,0.2,HIGH,risk
qtrader/risk/limits.py,132,27,cast,float(),HIGH,risk
qtrader/risk/limits.py,140,27,cast,float(),HIGH,risk
qtrader/risk/limits.py,161,45,literal,2.0,HIGH,risk
qtrader/risk/limits.py,167,29,cast,float(),HIGH,risk
qtrader/risk/limits.py,175,25,cast,float(),HIGH,risk
qtrader/risk/limits.py,198,50,literal,0.02,HIGH,risk
qtrader/risk/limits.py,204,34,cast,float(),HIGH,risk
qtrader/risk/anomaly_detector.py,24,29,literal,3.0,HIGH,risk
qtrader/risk/anomaly_detector.py,25,48,literal,0.05,HIGH,risk
qtrader/risk/anomaly_detector.py,61,8,accumulation,+=,HIGH,risk
qtrader/risk/anomaly_detector.py,78,13,cast,float(),HIGH,risk
qtrader/risk/anomaly_detector.py,79,16,cast,float(),HIGH,risk
qtrader/risk/anomaly_detector.py,82,19,literal,1e-09,HIGH,risk
qtrader/risk/anomaly_detector.py,89,12,accumulation,+=,HIGH,risk
qtrader/risk/anomaly_detector.py,112,8,accumulation,+=,HIGH,risk
qtrader/risk/anomaly_detector.py,136,12,accumulation,+=,HIGH,risk
qtrader/risk/anomaly_detector.py,142,27,cast,float(),HIGH,risk
qtrader/risk/exposure.py,52,18,cast,float(),HIGH,risk
qtrader/risk/exposure.py,90,65,cast,float(),HIGH,risk
qtrader/risk/regime_adapter.py,26,39,literal,0.7,HIGH,risk
qtrader/risk/regime_adapter.py,27,38,literal,0.6,HIGH,risk
qtrader/risk/regime_adapter.py,28,43,literal,0.7,HIGH,risk
qtrader/risk/regime_adapter.py,31,39,literal,0.5,HIGH,risk
qtrader/risk/regime_adapter.py,32,38,literal,0.5,HIGH,risk
qtrader/risk/regime_adapter.py,33,43,literal,0.5,HIGH,risk
qtrader/risk/kill_switch.py,24,26,literal,0.2,HIGH,risk
qtrader/risk/kill_switch.py,25,28,literal,1000000.0,HIGH,risk
qtrader/risk/kill_switch.py,26,31,literal,0.95,HIGH,risk
qtrader/risk/runtime.py,30,26,literal,0.1,HIGH,risk
qtrader/risk/runtime.py,31,26,literal,1000000.0,HIGH,risk
qtrader/risk/runtime.py,32,28,literal,5000.0,HIGH,risk
qtrader/risk/runtime.py,33,26,literal,5.0,HIGH,risk
qtrader/risk/runtime.py,34,26,literal,0.3,HIGH,risk
qtrader/risk/runtime.py,54,29,literal,100000.0,HIGH,risk
qtrader/risk/runtime.py,119,8,accumulation,+=,HIGH,risk
qtrader/risk/runtime.py,187,26,literal,0.1,HIGH,risk
qtrader/risk/runtime.py,188,26,literal,1000000.0,HIGH,risk
qtrader/risk/runtime.py,189,28,literal,5000.0,HIGH,risk
qtrader/risk/runtime.py,190,26,literal,5.0,HIGH,risk
qtrader/risk/runtime.py,191,26,literal,0.3,HIGH,risk
qtrader/risk/network_kill_switch.py,23,38,literal,500.0,HIGH,risk
qtrader/risk/network_kill_switch.py,37,36,cast,float(),HIGH,risk
qtrader/risk/network_kill_switch.py,52,14,cast,float(),HIGH,risk
qtrader/risk/network_kill_switch.py,69,8,accumulation,+=,HIGH,risk
qtrader/risk/drawdown_control.py,33,34,literal,0.2,HIGH,risk
qtrader/risk/drawdown_control.py,34,32,literal,0.5,HIGH,risk
