file,line,col,usage_type,value_or_op,risk_level,module
qtrader/execution/orderbook_simulator.py,106,68,cast,float(),HIGH,execution
qtrader/execution/orderbook_simulator.py,133,16,accumulation,+=,HIGH,execution
qtrader/execution/orderbook_simulator.py,138,16,accumulation,+=,HIGH,execution
qtrader/execution/orderbook_simulator.py,180,18,literal,100.0,HIGH,execution
qtrader/execution/orderbook_simulator.py,180,31,literal,99.5,HIGH,execution
qtrader/execution/orderbook_simulator.py,180,43,literal,99.0,HIGH,execution
qtrader/execution/orderbook_simulator.py,181,18,literal,101.0,HIGH,execution
qtrader/execution/orderbook_simulator.py,181,30,literal,101.5,HIGH,execution
qtrader/execution/orderbook_simulator.py,181,43,literal,102.0,HIGH,execution
qtrader/execution/orderbook_simulator.py,196,17,literal,100.5,HIGH,execution
qtrader/execution/orderbook_simulator.py,200,40,literal,0.1,HIGH,execution
qtrader/execution/orderbook_simulator.py,200,61,literal,0.1,HIGH,execution
qtrader/execution/orderbook_simulator.py,200,83,literal,0.02,HIGH,execution
qtrader/execution/cost_model.py,37,18,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,37,47,literal,0.15,HIGH,execution
qtrader/execution/cost_model.py,38,29,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,38,62,literal,0.05,HIGH,execution
qtrader/execution/cost_model.py,39,26,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,40,25,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,40,54,literal,0.0002,HIGH,execution
qtrader/execution/cost_model.py,55,19,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,56,20,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,58,24,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,66,25,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,76,36,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,77,36,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,78,36,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,79,33,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,99,30,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,108,15,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,109,20,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,116,14,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,117,16,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,122,17,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,123,15,cast,float(),HIGH,execution
qtrader/execution/cost_model.py,124,16,bin_op,/,HIGH,execution
qtrader/execution/cost_model.py,124,25,literal,2.0,HIGH,execution
qtrader/execution/orderbook_enhanced.py,27,33,literal,5.0,HIGH,execution
qtrader/execution/orderbook_enhanced.py,29,34,literal,1000.0,HIGH,execution
qtrader/execution/orderbook_enhanced.py,30,40,literal,0.8,HIGH,execution
qtrader/execution/orderbook_enhanced.py,68,55,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,94,58,literal,0.8,HIGH,execution
qtrader/execution/orderbook_enhanced.py,94,63,literal,1.2,HIGH,execution
qtrader/execution/orderbook_enhanced.py,95,16,accumulation,*=,HIGH,execution
qtrader/execution/orderbook_enhanced.py,145,54,literal,0.5,HIGH,execution
qtrader/execution/orderbook_enhanced.py,145,59,literal,1.5,HIGH,execution
qtrader/execution/orderbook_enhanced.py,146,12,accumulation,*=,HIGH,execution
qtrader/execution/orderbook_enhanced.py,274,24,accumulation,+=,HIGH,execution
qtrader/execution/orderbook_enhanced.py,276,24,accumulation,-=,HIGH,execution
qtrader/execution/orderbook_enhanced.py,279,12,accumulation,+=,HIGH,execution
qtrader/execution/orderbook_enhanced.py,280,12,accumulation,+=,HIGH,execution
qtrader/execution/orderbook_enhanced.py,281,12,accumulation,-=,HIGH,execution
qtrader/execution/orderbook_enhanced.py,307,29,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,308,33,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,376,33,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,377,37,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,426,25,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,429,27,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,430,27,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,431,28,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,432,27,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,433,27,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,434,28,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,435,25,cast,float(),HIGH,execution
qtrader/execution/orderbook_enhanced.py,436,25,cast,float(),HIGH,execution
qtrader/execution/sor.py,31,21,cast,float(),HIGH,execution
qtrader/execution/sor.py,32,31,cast,float(),HIGH,execution
qtrader/execution/sor.py,33,30,cast,float(),HIGH,execution
qtrader/execution/sor.py,34,19,cast,float(),HIGH,execution
qtrader/execution/sor.py,38,18,cast,float(),HIGH,execution
qtrader/execution/sor.py,39,18,cast,float(),HIGH,execution
qtrader/execution/sor.py,40,23,cast,float(),HIGH,execution
qtrader/execution/sor.py,41,23,cast,float(),HIGH,execution
qtrader/execution/sor.py,42,24,cast,float(),HIGH,execution
qtrader/execution/sor.py,43,27,cast,float(),HIGH,execution
qtrader/execution/sor.py,44,26,cast,float(),HIGH,execution
qtrader/execution/sor.py,56,29,bin_op,+,HIGH,execution
qtrader/execution/sor.py,56,35,bin_op,/,HIGH,execution
qtrader/execution/sor.py,56,48,literal,10000.0,HIGH,execution
qtrader/execution/sor.py,68,29,bin_op,-,HIGH,execution
qtrader/execution/sor.py,68,35,bin_op,/,HIGH,execution
qtrader/execution/sor.py,68,48,literal,10000.0,HIGH,execution
qtrader/execution/sor.py,83,22,cast,float(),HIGH,execution
qtrader/execution/sor.py,110,14,bin_op,/,HIGH,execution
qtrader/execution/sor.py,110,40,literal,2.0,HIGH,execution
qtrader/execution/sor.py,112,16,bin_op,/,HIGH,execution
qtrader/execution/sor.py,112,42,literal,2.0,HIGH,execution
qtrader/execution/sor.py,132,51,literal,0.6,HIGH,execution
qtrader/execution/safety.py,21,30,literal,0.05,HIGH,execution
qtrader/execution/safety.py,22,35,literal,1000.0,HIGH,execution
qtrader/execution/shadow_engine.py,33,24,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,34,26,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,188,30,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,188,44,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,188,63,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,206,28,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,206,48,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,206,63,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,209,12,accumulation,+=,HIGH,execution
qtrader/execution/shadow_engine.py,282,25,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,300,25,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,301,22,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,326,25,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,326,50,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,327,12,accumulation,+=,HIGH,execution
qtrader/execution/shadow_engine.py,330,27,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,330,55,cast,float(),HIGH,execution
qtrader/execution/shadow_engine.py,331,12,accumulation,+=,HIGH,execution
qtrader/execution/shadow_engine.py,371,57,bin_op,*,HIGH,execution
qtrader/execution/shadow_engine.py,371,75,literal,0.1,HIGH,execution
qtrader/execution/shadow_engine.py,387,22,literal,20.0,HIGH,execution
qtrader/execution/shadow_engine.py,401,27,literal,0.3,HIGH,execution
qtrader/execution/rl_agent.py,29,18,bin_op,*,HIGH,execution
qtrader/execution/rl_agent.py,29,51,literal,0.1,HIGH,execution
qtrader/execution/rl_agent.py,31,18,bin_op,*,HIGH,execution
qtrader/execution/rl_agent.py,31,44,literal,0.1,HIGH,execution
qtrader/execution/rl_agent.py,33,18,bin_op,*,HIGH,execution
qtrader/execution/rl_agent.py,33,52,literal,0.1,HIGH,execution
qtrader/execution/rl_agent.py,73,27,literal,5.0,HIGH,execution
qtrader/execution/rl_agent.py,123,31,literal,0.1,HIGH,execution
qtrader/execution/rl_agent.py,123,36,literal,0.25,HIGH,execution
qtrader/execution/rl_agent.py,123,42,literal,0.5,HIGH,execution
qtrader/execution/rl_agent.py,150,19,cast,float(),HIGH,execution
qtrader/execution/rl_agent.py,151,19,cast,float(),HIGH,execution
qtrader/execution/rl_agent.py,152,18,cast,float(),HIGH,execution
qtrader/execution/rl_agent.py,153,18,cast,float(),HIGH,execution
qtrader/execution/rl_agent.py,157,43,bin_op,+,HIGH,execution
qtrader/execution/rl_agent.py,157,63,literal,1e-08,HIGH,execution
qtrader/execution/rl_agent.py,161,19,cast,float(),HIGH,execution
qtrader/execution/execution_quality.py,64,20,cast,float(),HIGH,execution
qtrader/execution/execution_quality.py,68,23,cast,float(),HIGH,execution
qtrader/execution/execution_quality.py,71,24,cast,float(),HIGH,execution
qtrader/execution/execution_quality.py,73,25,cast,float(),HIGH,execution
qtrader/execution/execution_quality.py,76,27,bin_op,*,HIGH,execution
qtrader/execution/execution_quality.py,76,72,literal,10000.0,HIGH,execution
qtrader/execution/execution_quality.py,84,47,cast,float(),HIGH,execution
qtrader/execution/execution_quality.py,125,18,bin_op,*,HIGH,execution
qtrader/execution/execution_quality.py,125,99,literal,10000.0,HIGH,execution
qtrader/execution/slippage_control.py,45,21,cast,float(),HIGH,execution
qtrader/execution/slippage_control.py,47,30,literal,1e-08,HIGH,execution
qtrader/execution/slippage_control.py,51,25,literal,0.2,HIGH,execution
qtrader/execution/slippage_control.py,64,28,literal,0.8,HIGH,execution
qtrader/execution/slippage_control.py,70,8,accumulation,+=,HIGH,execution
qtrader/execution/slippage_control.py,71,8,accumulation,+=,HIGH,execution
qtrader/execution/brokers/coinbase.py,33,35,literal,10.0,HIGH,execution
qtrader/execution/brokers/coinbase.py,84,39,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,84,58,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,115,24,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,124,39,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,205,19,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,206,20,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,207,25,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,241,24,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,252,14,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,253,14,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,258,24,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,260,24,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,262,20,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,264,20,bin_op,/,HIGH,execution
qtrader/execution/brokers/coinbase.py,264,34,literal,2.0,HIGH,execution
qtrader/execution/brokers/coinbase.py,268,21,bin_op,*,HIGH,execution
qtrader/execution/brokers/coinbase.py,268,46,literal,0.001,HIGH,execution
qtrader/execution/brokers/coinbase.py,282,18,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,284,47,cast,float(),HIGH,execution
qtrader/execution/brokers/coinbase.py,286,47,cast,float(),HIGH,execution
qtrader/execution/brokers/binance.py,25,35,literal,10.0,HIGH,execution
qtrader/execution/brokers/binance.py,116,18,cast,float(),HIGH,execution
qtrader/execution/brokers/binance.py,117,20,cast,float(),HIGH,execution
qtrader/execution/brokers/binance.py,118,25,cast,float(),HIGH,execution
qtrader/execution/brokers/binance.py,137,32,cast,float(),HIGH,execution
qtrader/execution/microstructure/imbalance.py,30,23,cast,float(),HIGH,execution
qtrader/execution/microstructure/imbalance.py,30,59,literal,0.5,HIGH,execution
qtrader/execution/microstructure/imbalance.py,54,24,cast,float(),HIGH,execution
qtrader/execution/microstructure/imbalance.py,60,19,cast,float(),HIGH,execution
qtrader/execution/microstructure/imbalance.py,73,22,cast,float(),HIGH,execution
qtrader/execution/microstructure/microprice.py,27,24,cast,float(),HIGH,execution
qtrader/execution/microstructure/microprice.py,30,32,literal,1e-10,HIGH,execution
qtrader/execution/microstructure/microprice.py,33,23,bin_op,/,HIGH,execution
qtrader/execution/microstructure/microprice.py,33,37,literal,2.0,HIGH,execution
qtrader/execution/microstructure/microprice.py,42,19,bin_op,/,HIGH,execution
qtrader/execution/microstructure/microprice.py,42,33,literal,2.0,HIGH,execution
qtrader/execution/microstructure/queue_model.py,30,29,cast,float(),HIGH,execution
qtrader/execution/microstructure/queue_model.py,30,71,literal,0.5,HIGH,execution
qtrader/execution/microstructure/queue_model.py,31,34,cast,float(),HIGH,execution
qtrader/execution/microstructure/queue_model.py,31,75,literal,10.0,HIGH,execution
qtrader/execution/microstructure/queue_model.py,67,26,literal,1e-08,HIGH,execution
qtrader/execution/microstructure/queue_model.py,75,21,cast,float(),HIGH,execution
qtrader/execution/microstructure/queue_model.py,89,26,literal,1e-08,HIGH,execution
qtrader/execution/microstructure/queue_model.py,96,31,bin_op,/,HIGH,execution
qtrader/execution/microstructure/queue_model.py,96,78,literal,1000.0,HIGH,execution
qtrader/execution/microstructure/queue_model.py,101,19,cast,float(),HIGH,execution
qtrader/execution/microstructure/queue_model.py,101,25,bin_op,-,HIGH,execution
qtrader/execution/microstructure/toxic_flow.py,53,23,literal,0.5,HIGH,execution
qtrader/execution/microstructure/toxic_flow.py,62,22,literal,1e-12,HIGH,execution
qtrader/execution/microstructure/toxic_flow.py,64,23,literal,0.5,HIGH,execution
qtrader/execution/microstructure/toxic_flow.py,68,22,cast,float(),HIGH,execution
qtrader/execution/microstructure/toxic_flow.py,72,19,bin_op,/,HIGH,execution
qtrader/execution/microstructure/toxic_flow.py,72,20,bin_op,+,HIGH,execution
qtrader/execution/microstructure/toxic_flow.py,72,37,literal,2.0,HIGH,execution
qtrader/execution/microstructure/toxic_flow.py,76,19,literal,0.5,HIGH,execution
qtrader/execution/microstructure/spread_model.py,30,22,cast,float(),HIGH,execution
qtrader/execution/microstructure/spread_model.py,30,51,literal,0.1,HIGH,execution
qtrader/execution/microstructure/spread_model.py,31,21,cast,float(),HIGH,execution
qtrader/execution/microstructure/spread_model.py,31,49,literal,0.05,HIGH,execution
qtrader/execution/microstructure/spread_model.py,50,24,bin_op,/,HIGH,execution
qtrader/execution/microstructure/spread_model.py,50,38,literal,2.0,HIGH,execution
qtrader/execution/microstructure/spread_model.py,73,25,literal,1e-08,HIGH,execution
qtrader/execution/microstructure/spread_model.py,79,23,cast,float(),HIGH,execution
qtrader/execution/microstructure/spread_model.py,90,19,cast,float(),HIGH,execution
qtrader/execution/microstructure/hidden_liquidity.py,40,22,literal,1e-08,HIGH,execution
qtrader/execution/exchange/binance_adapter.py,45,37,literal,0.1,HIGH,execution
qtrader/execution/core/fill_probability.py,34,34,cast,float(),HIGH,execution
qtrader/execution/core/fill_probability.py,34,75,literal,10.0,HIGH,execution
qtrader/execution/core/fill_probability.py,55,30,literal,1e-08,HIGH,execution
qtrader/execution/core/fill_probability.py,68,19,cast,float(),HIGH,execution
qtrader/execution/core/fill_probability.py,68,25,bin_op,-,HIGH,execution
qtrader/execution/algos/vwap.py,44,14,cast,float(),HIGH,execution
qtrader/execution/algos/vwap.py,54,27,bin_op,/,HIGH,execution
qtrader/execution/algos/vwap.py,54,27,literal,3600.0,HIGH,execution
qtrader/execution/algos/vwap.py,54,52,literal,3600.0,HIGH,execution
qtrader/execution/algos/pov.py,24,32,literal,0.05,HIGH,execution
qtrader/execution/algos/twap.py,46,14,cast,float(),HIGH,execution
qtrader/execution/algos/twap.py,47,19,cast,float(),HIGH,execution
qtrader/execution/algos/twap.py,47,50,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,32,25,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,32,55,literal,0.1,HIGH,execution
qtrader/execution/routing/cost_model.py,33,25,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,33,55,literal,0.0001,HIGH,execution
qtrader/execution/routing/cost_model.py,60,27,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,81,25,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,82,24,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,85,21,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,86,24,bin_op,/,HIGH,execution
qtrader/execution/routing/cost_model.py,86,33,literal,2.0,HIGH,execution
qtrader/execution/routing/cost_model.py,95,19,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,100,31,literal,1e+18,HIGH,execution
qtrader/execution/routing/cost_model.py,101,19,cast,float(),HIGH,execution
qtrader/execution/routing/cost_model.py,114,15,cast,float(),HIGH,execution
qtrader/execution/routing/router.py,82,22,literal,1000000000000.0,HIGH,execution
qtrader/execution/routing/router.py,82,37,literal,1e-12,HIGH,execution
qtrader/execution/routing/router.py,86,40,literal,1e-09,HIGH,execution
qtrader/execution/routing/router.py,89,12,accumulation,+=,HIGH,execution
qtrader/execution/routing/router.py,93,21,literal,1e-12,HIGH,execution
qtrader/execution/routing/router.py,97,31,literal,1e-08,HIGH,execution
qtrader/execution/routing/liquidity_model.py,31,25,bin_op,/,HIGH,execution
qtrader/execution/routing/liquidity_model.py,56,12,accumulation,+=,HIGH,execution
qtrader/execution/routing/liquidity_model.py,60,34,literal,1e-12,HIGH,execution
qtrader/execution/routing/liquidity_model.py,67,28,bin_op,/,HIGH,execution
qtrader/execution/routing/liquidity_model.py,97,25,cast,float(),HIGH,execution
qtrader/execution/rl/agent.py,73,19,cast,float(),HIGH,execution
qtrader/execution/rl/agent.py,73,53,literal,0.0001,HIGH,execution
qtrader/execution/rl/agent.py,74,22,cast,float(),HIGH,execution
qtrader/execution/rl/agent.py,74,48,literal,0.99,HIGH,execution
qtrader/execution/rl/agent.py,145,18,bin_op,+,HIGH,execution
qtrader/execution/rl/agent.py,145,41,literal,1e-09,HIGH,execution
qtrader/execution/rl/agent.py,162,19,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,38,21,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,38,59,literal,0.5,HIGH,execution
qtrader/execution/rl/reward.py,39,22,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,39,66,literal,0.2,HIGH,execution
qtrader/execution/rl/reward.py,54,19,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,55,26,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,57,22,literal,1e-12,HIGH,execution
qtrader/execution/rl/reward.py,60,28,literal,10000.0,HIGH,execution
qtrader/execution/rl/reward.py,68,21,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,69,20,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,70,37,literal,1e-09,HIGH,execution
qtrader/execution/rl/reward.py,75,23,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,79,27,cast,float(),HIGH,execution
qtrader/execution/rl/reward.py,82,25,literal,1000.0,HIGH,execution
qtrader/execution/rl/reward.py,83,19,cast,float(),HIGH,execution
qtrader/execution/rl/training.py,69,21,cast,float(),HIGH,execution
qtrader/execution/rl/training.py,77,12,accumulation,+=,HIGH,execution
qtrader/execution/rl/training.py,110,16,accumulation,+=,HIGH,execution
qtrader/execution/strategy/slicing.py,46,34,cast,float(),HIGH,execution
qtrader/execution/strategy/slicing.py,46,82,literal,0.1,HIGH,execution
qtrader/execution/strategy/slicing.py,47,36,cast,float(),HIGH,execution
qtrader/execution/strategy/slicing.py,47,81,literal,1.5,HIGH,execution
qtrader/execution/strategy/slicing.py,75,47,literal,0.5,HIGH,execution
qtrader/execution/strategy/slicing.py,81,22,bin_op,+,HIGH,execution
qtrader/execution/strategy/slicing.py,84,30,literal,0.7,HIGH,execution
qtrader/execution/strategy/slicing.py,85,31,literal,1.2,HIGH,execution
qtrader/execution/strategy/slicing.py,87,16,accumulation,*=,HIGH,execution
qtrader/execution/strategy/slicing.py,87,27,literal,0.1,HIGH,execution
qtrader/execution/strategy/slicing.py,89,16,accumulation,*=,HIGH,execution
qtrader/execution/strategy/slicing.py,89,27,literal,0.4,HIGH,execution
qtrader/execution/strategy/slicing.py,93,29,literal,0.05,HIGH,execution
qtrader/execution/strategy/slicing.py,94,72,bin_op,+,HIGH,execution
qtrader/execution/strategy/slicing.py,107,33,literal,1e-08,HIGH,execution
qtrader/execution/strategy/slicing.py,115,25,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,32,30,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,32,67,literal,0.1,HIGH,execution
qtrader/execution/strategy/scheduler.py,36,20,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,36,49,literal,0.15,HIGH,execution
qtrader/execution/strategy/scheduler.py,56,20,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,63,28,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,64,19,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,65,21,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,68,20,bin_op,/,HIGH,execution
qtrader/execution/strategy/scheduler.py,68,29,literal,2.0,HIGH,execution
qtrader/execution/strategy/scheduler.py,83,24,literal,1e-12,HIGH,execution
qtrader/execution/strategy/scheduler.py,86,24,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,89,20,cast,float(),HIGH,execution
qtrader/execution/strategy/scheduler.py,93,20,cast,float(),HIGH,execution
qtrader/hft/imbalance.py,49,18,literal,1e-12,LOW,hft
qtrader/hft/imbalance.py,67,23,literal,0.5,LOW,hft
qtrader/hft/imbalance.py,89,18,literal,1e-12,LOW,hft
qtrader/hft/imbalance.py,108,16,accumulation,+=,LOW,hft
qtrader/hft/microprice.py,46,18,literal,1e-12,LOW,hft
qtrader/hft/microprice.py,71,13,bin_op,/,LOW,hft
qtrader/hft/microprice.py,71,63,literal,2.0,LOW,hft
qtrader/hft/queue_model.py,44,18,literal,1e-12,LOW,hft
qtrader/hft/queue_model.py,78,18,literal,1e-12,LOW,hft
qtrader/hft/spoofing.py,23,33,literal,1000.0,LOW,hft
qtrader/hft/toxic_flow.py,63,18,literal,1e-12,LOW,hft
qtrader/hft/toxic_flow.py,72,20,literal,0.01,LOW,hft
qtrader/hft/market_maker.py,22,23,literal,0.1,LOW,hft
qtrader/hft/market_maker.py,23,19,literal,1.5,LOW,hft
qtrader/hft/market_maker.py,66,18,literal,1e-12,LOW,hft
qtrader/hft/market_maker.py,77,38,bin_op,/,LOW,hft
qtrader/hft/market_maker.py,77,38,literal,2.0,LOW,hft
qtrader/hft/market_maker.py,78,12,bin_op,+,LOW,hft
qtrader/hft/market_maker.py,85,37,bin_op,/,LOW,hft
qtrader/hft/market_maker.py,85,54,literal,2.0,LOW,hft
qtrader/hft/market_maker.py,86,37,bin_op,/,LOW,hft
qtrader/hft/market_maker.py,86,54,literal,2.0,LOW,hft
qtrader/hft/optimizer.py,150,50,literal,100.0,LOW,hft
qtrader/hft/optimizer.py,165,37,literal,120.0,LOW,hft
qtrader/hft/optimizer.py,166,36,literal,150.0,LOW,hft
qtrader/hft/optimizer.py,170,31,literal,1.5,LOW,hft
qtrader/hft/optimizer.py,171,30,literal,0.9,LOW,hft
qtrader/hft/optimizer.py,382,66,literal,0.1,LOW,hft
qtrader/hft/optimizer.py,435,25,bin_op,*,LOW,hft
qtrader/hft/optimizer.py,435,50,literal,0.8,LOW,hft
qtrader/hft/optimizer.py,437,23,bin_op,*,LOW,hft
qtrader/hft/optimizer.py,437,39,literal,0.5,LOW,hft
qtrader/hft/optimizer.py,437,44,literal,0.01,LOW,hft
qtrader/hft/optimizer.py,438,27,bin_op,*,LOW,hft
qtrader/hft/optimizer.py,438,52,literal,1.2,LOW,hft
qtrader/hft/optimizer.py,440,23,bin_op,*,LOW,hft
qtrader/hft/optimizer.py,440,39,literal,2.0,LOW,hft
qtrader/hft/optimizer.py,440,44,literal,5.0,LOW,hft
qtrader/hft/rl_agent.py,55,23,literal,0.99,LOW,hft
qtrader/hft/rl_agent.py,56,20,literal,0.001,LOW,hft
qtrader/hft/rl_agent.py,73,74,literal,0.1,LOW,hft
qtrader/hft/rl_agent.py,154,15,cast,float(),LOW,hft
qtrader/governance/simulator_adapter.py,27,48,literal,100000.0,LOW,governance
qtrader/governance/kill_switch.py,34,30,literal,0.1,LOW,governance
qtrader/governance/kill_switch.py,35,38,literal,5000.0,LOW,governance
qtrader/governance/kill_switch.py,36,32,literal,0.02,LOW,governance
qtrader/governance/sandbox.py,77,30,cast,float(),LOW,governance
qtrader/governance/sandbox.py,78,33,cast,float(),LOW,governance
qtrader/governance/sandbox.py,122,16,bin_op,+,LOW,governance
qtrader/governance/sandbox.py,122,37,literal,1e-09,LOW,governance
qtrader/governance/sandbox.py,125,41,bin_op,+,LOW,governance
qtrader/governance/sandbox.py,125,59,literal,1e-09,LOW,governance
qtrader/governance/sandbox.py,126,17,cast,float(),LOW,governance
qtrader/governance/sandbox.py,133,12,accumulation,+=,LOW,governance
qtrader/governance/sandbox.py,143,20,cast,float(),LOW,governance
qtrader/governance/sandbox.py,144,25,cast,float(),LOW,governance
qtrader/governance/sandbox.py,145,23,cast,float(),LOW,governance
qtrader/governance/model_risk.py,29,23,literal,0.4,HIGH,governance
qtrader/governance/model_risk.py,30,22,literal,0.4,HIGH,governance
qtrader/governance/model_risk.py,31,29,literal,0.2,HIGH,governance
qtrader/governance/model_risk.py,76,31,cast,float(),HIGH,governance
qtrader/governance/model_risk.py,77,31,cast,float(),HIGH,governance
qtrader/governance/model_risk.py,78,29,cast,float(),HIGH,governance
qtrader/governance/model_risk.py,79,30,cast,float(),HIGH,governance
qtrader/governance/approval_pipeline.py,36,24,literal,0.2,LOW,governance
qtrader/governance/approval_pipeline.py,37,26,literal,0.5,LOW,governance
qtrader/portfolio/risk_monitor.py,23,28,literal,0.3,HIGH,portfolio
qtrader/portfolio/risk_monitor.py,24,27,literal,0.5,HIGH,portfolio
qtrader/portfolio/risk_monitor.py,25,28,literal,0.2,HIGH,portfolio
qtrader/portfolio/risk_monitor.py,53,18,cast,float(),HIGH,portfolio
qtrader/portfolio/risk_monitor.py,54,17,cast,float(),HIGH,portfolio
qtrader/portfolio/risk_monitor.py,55,18,cast,float(),HIGH,portfolio
qtrader/portfolio/risk_monitor.py,68,12,accumulation,+=,HIGH,portfolio
qtrader/portfolio/risk_monitor.py,69,38,bin_op,*,HIGH,portfolio
qtrader/portfolio/risk_monitor.py,69,38,literal,0.8,HIGH,portfolio
qtrader/portfolio/risk_monitor.py,71,38,bin_op,*,HIGH,portfolio
qtrader/portfolio/risk_monitor.py,71,38,literal,0.5,HIGH,portfolio
qtrader/portfolio/funding_engine.py,57,30,cast,float(),MEDIUM,portfolio
qtrader/portfolio/funding_engine.py,58,29,cast,float(),MEDIUM,portfolio
qtrader/portfolio/funding_engine.py,59,31,cast,float(),MEDIUM,portfolio
qtrader/portfolio/funding_engine.py,60,27,cast,float(),MEDIUM,portfolio
qtrader/portfolio/funding_engine.py,88,27,cast,float(),MEDIUM,portfolio
qtrader/portfolio/funding_engine.py,94,26,cast,float(),MEDIUM,portfolio
qtrader/portfolio/funding_engine.py,106,26,cast,float(),MEDIUM,portfolio
qtrader/portfolio/funding_engine.py,114,27,cast,float(),MEDIUM,portfolio
